PhD,st_abbr,countyname,pollutant,revoked_naaqs,area_name,split,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,effec_rede,nonattain,class,part,population,fips_state,fips_cnty,pollorder,composid,exportdt
CONNECTICUT,CT,Middlesex County,1-Hour Ozone (1979),Revoked,"Greater Connecticut, CT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,W,165676,09,007,D,Ozone_1-hr.1990.Connecticut,4/30/22
CONNECTICUT,CT,Middlesex County,8-Hour Ozone (1997),Revoked,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,165676,09,007,e,Ozone_8-hr.1997.New_York,4/30/22
CONNECTICUT,CT,Middlesex County,8-Hour Ozone (2008),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,165676,09,007,d,Ozone_8-hr.2008.New_York,4/30/22
CONNECTICUT,CT,Middlesex County,8-Hour Ozone (2015),,"New York-Northern New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Moderate,W,165676,09,007,e,Ozone_8-hr.2015.New_York,4/30/22
CONNECTICUT,CT,Middlesex County,Carbon Monoxide (1971),,"Hartford-New Britain-Middletown, CT",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2/96,,Moderate <= 12.7ppm,P,113405,09,007,C,CO.1990.Hartford,4/30/22
CONNECTICUT,CT,New Haven County,1-Hour Ozone (1979),Revoked,"Greater Connecticut, CT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,W,862477,09,009,D,Ozone_1-hr.1990.Connecticut,4/30/22
CONNECTICUT,CT,New Haven County,8-Hour Ozone (1997),Revoked,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,862477,09,009,e,Ozone_8-hr.1997.New_York,4/30/22
CONNECTICUT,CT,New Haven County,8-Hour Ozone (2008),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,862477,09,009,d,Ozone_8-hr.2008.New_York,4/30/22
CONNECTICUT,CT,New Haven County,8-Hour Ozone (2015),,"New York-Northern New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Moderate,W,862477,09,009,e,Ozone_8-hr.2015.New_York,4/30/22
CONNECTICUT,CT,New Haven County,Carbon Monoxide (1971),,"New Haven-Meriden-Waterbury, CT",FALSE,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,12/4/98,,Not Classified,W,862477,09,009,D,CO.1990.New_Haven,4/30/22
CONNECTICUT,CT,New Haven County,PM-10 (1987),,"New Haven Co, CT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,12/12/05,,Moderate,P,129779,09,009,B,PM-10.1990.New_Haven,4/30/22
CONNECTICUT,CT,New Haven County,PM-2.5 (1997),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,,,,,,,,,,10/24/13,,Former Subpart 1,W,862477,09,009,g,PM-2.5.1997.New_York,4/30/22
CONNECTICUT,CT,New Haven County,PM-2.5 (2006),,"New York-N. New Jersey-Long Island, NY-NJ-CT",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,,,,,,,,,,10/24/13,,Former Subpart 1,W,862477,09,009,g,PM-2.5.2006.New_York,4/30/22
CONNECTICUT,CT,New London County,1-Hour Ozone (1979),Revoked,"Greater Connecticut, CT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,W,274055,09,011,D,Ozone_1-hr.1990.Connecticut,4/30/22
CONNECTICUT,CT,New London County,8-Hour Ozone (1997),Revoked,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,274055,09,011,e,Ozone_8-hr.1997.Connecticut,4/30/22
CONNECTICUT,CT,New London County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,274055,09,011,d,Ozone_8-hr.2008.Connecticut,4/30/22
CONNECTICUT,CT,New London County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,274055,09,011,f,Ozone_8-hr.2015.Connecticut,4/30/22
CONNECTICUT,CT,Tolland County,1-Hour Ozone (1979),Revoked,"Greater Connecticut, CT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,W,152691,09,013,D,Ozone_1-hr.1990.Connecticut,4/30/22
CONNECTICUT,CT,Tolland County,8-Hour Ozone (1997),Revoked,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,152691,09,013,e,Ozone_8-hr.1997.Connecticut,4/30/22
CONNECTICUT,CT,Tolland County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,152691,09,013,d,Ozone_8-hr.2008.Connecticut,4/30/22
CONNECTICUT,CT,Tolland County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,152691,09,013,f,Ozone_8-hr.2015.Connecticut,4/30/22
CONNECTICUT,CT,Tolland County,Carbon Monoxide (1971),,"Hartford-New Britain-Middletown, CT",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2/96,,Moderate <= 12.7ppm,P,89246,09,013,C,CO.1990.Hartford,4/30/22
CONNECTICUT,CT,Windham County,1-Hour Ozone (1979),Revoked,"Greater Connecticut, CT",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Serious,W,118428,09,015,D,Ozone_1-hr.1990.Connecticut,4/30/22
CONNECTICUT,CT,Windham County,8-Hour Ozone (1997),Revoked,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,118428,09,015,e,Ozone_8-hr.1997.Connecticut,4/30/22
CONNECTICUT,CT,Windham County,8-Hour Ozone (2008),,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,118428,09,015,d,Ozone_8-hr.2008.Connecticut,4/30/22
CONNECTICUT,CT,Windham County,8-Hour Ozone (2015),,"Greater Connecticut, CT",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,118428,09,015,f,Ozone_8-hr.2015.Connecticut,4/30/22
DELAWARE,DE,Kent County,1-Hour Ozone (1979),Revoked,"Philadelphia-Wilmington-Trenton, PA-NJ-DE-MD",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-15,W,162310,10,001,C,Ozone_1-hr.1990.Philadelphia,4/30/22
DELAWARE,DE,Kent County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,162310,10,001,e,Ozone_8-hr.1997.Philadelphia,4/30/22
DELAWARE,DE,New Castle County,1-Hour Ozone (1979),Revoked,"Philadelphia-Wilmington-Trenton, PA-NJ-DE-MD",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-15,W,538479,10,003,C,Ozone_1-hr.1990.Philadelphia,4/30/22
DELAWARE,DE,New Castle County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,538479,10,003,e,Ozone_8-hr.1997.Philadelphia,4/30/22
DELAWARE,DE,New Castle County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,538479,10,003,f,Ozone_8-hr.2008.Philadelphia,4/30/22
DELAWARE,DE,New Castle County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,538479,10,003,f,Ozone_8-hr.2015.Philadelphia,4/30/22
DELAWARE,DE,New Castle County,PM-2.5 (1997),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,9/4/14,,Moderate,W,538479,10,003,e,PM-2.5.1997.Philadelphia,4/30/22
DELAWARE,DE,New Castle County,PM-2.5 (2006),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,,,,,,,,,9/4/14,,Moderate,W,538479,10,003,e,PM-2.5.2006.Philadelphia,4/30/22
DELAWARE,DE,Sussex County,1-Hour Ozone (1979),Revoked,"Sussex Co, DE",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,197145,10,005,G,Ozone_1-hr.1990.Sussex_Co,4/30/22
DELAWARE,DE,Sussex County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,197145,10,005,e,Ozone_8-hr.1997.Philadelphia,4/30/22
DELAWARE,DE,Sussex County,8-Hour Ozone (2008),,"Seaford, DE",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,197145,10,005,f,Ozone_8-hr.2008.Sussex_Co,4/30/22
DISTRICT OF COLUMBIA,DC,District of Columbia,1-Hour Ozone (1979),Revoked,"Washington, DC-MD-VA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-15,W,601723,11,001,C,Ozone_1-hr.1990.Washington,4/30/22
DISTRICT OF COLUMBIA,DC,District of Columbia,8-Hour Ozone (1997),Revoked,"Washington, DC-MD-VA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,601723,11,001,e,Ozone_8-hr.1997.Washington,4/30/22
DISTRICT OF COLUMBIA,DC,District of Columbia,8-Hour Ozone (2008),,"Washington, DC-MD-VA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,,,,8/15/19,,Marginal,W,601723,11,001,f,Ozone_8-hr.2008.Washington,4/30/22
DISTRICT OF COLUMBIA,DC,District of Columbia,8-Hour Ozone (2015),,"Washington, DC-MD-VA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,601723,11,001,f,Ozone_8-hr.2015.Washington,4/30/22
DISTRICT OF COLUMBIA,DC,District of Columbia,Carbon Monoxide (1971),,"Washington, DC-MD-VA",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,3/15/96,,Moderate <= 12.7ppm,W,601723,11,001,C,CO.1990.Washington,4/30/22
DISTRICT OF COLUMBIA,DC,District of Columbia,PM-2.5 (1997),,"Washington, DC-MD-VA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,11/5/14,,Moderate,W,601723,11,001,e,PM-2.5.1997.Washington,4/30/22
FLORIDA,FL,Broward County,1-Hour Ozone (1979),Revoked,"Miami-Fort Lauderdale-W. Palm Beach, FL",FALSE,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/25/95,,Moderate,W,1748066,12,011,E,Ozone_1-hr.1990.Miami,4/30/22
FLORIDA,FL,Duval County,1-Hour Ozone (1979),Revoked,"Jacksonville, FL",FALSE,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/6/95,,Section 185A,W,864263,12,031,J,Ozone_1-hr.1990.Jacksonville,4/30/22
FLORIDA,FL,Hillsborough County,1-Hour Ozone (1979),Revoked,"Tampa-St. Petersburg-Clearwater, FL",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,2/5/96,,Marginal,W,1229226,12,057,G,Ozone_1-hr.1990.Tampa,4/30/22
FLORIDA,FL,Hillsborough County,Lead (2008),,"Tampa, FL",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,,,,,10/11/18,,,P,4128,12,057,A,Lead.2008.Tampa,4/30/22
FLORIDA,FL,Hillsborough County,Sulfur Dioxide (2010),,"Hillsborough County, FL",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,,,,12/12/19,,,P,17477,12,057,A,SO2.2010.Tampa,4/30/22
FLORIDA,FL,Hillsborough County,Sulfur Dioxide (2010),,"Hillsborough-Polk County, FL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,,,3/23/20,,,P,2054,12,057,A,SO2.2010.Hillsborough_Polk_Cos,4/30/22
FLORIDA,FL,Miami-Dade County,1-Hour Ozone (1979),Revoked,"Miami-Fort Lauderdale-W. Palm Beach, FL",FALSE,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/25/95,,Moderate,W,2496435,12,086,E,Ozone_1-hr.1990.Miami,4/30/22
FLORIDA,FL,Nassau County,Sulfur Dioxide (2010),,"Nassau County, FL",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,,,,5/24/19,,,P,6217,12,089,A,SO2.2010.Nassau_Co,4/30/22
FLORIDA,FL,Palm Beach County,1-Hour Ozone (1979),Revoked,"Miami-Fort Lauderdale-W. Palm Beach, FL",FALSE,92,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/25/95,,Moderate,W,1320134,12,099,E,Ozone_1-hr.1990.Miami,4/30/22
FLORIDA,FL,Pinellas County,1-Hour Ozone (1979),Revoked,"Tampa-St. Petersburg-Clearwater, FL",FALSE,92,93,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,2/5/96,,Marginal,W,916542,12,103,G,Ozone_1-hr.1990.Tampa,4/30/22
FLORIDA,FL,Polk County,Sulfur Dioxide (2010),,"Hillsborough-Polk County, FL",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,,,3/23/20,,,P,137,12,105,A,SO2.2010.Hillsborough_Polk_Cos,4/30/22
GEORGIA,GA,Barrow County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,69367,13,013,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Barrow County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,69367,13,013,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Bartow County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,100157,13,015,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Bartow County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,100157,13,015,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Bartow County,8-Hour Ozone (2015),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,100157,13,015,f,Ozone_8-hr.2015.Atlanta,4/30/22
GEORGIA,GA,Bartow County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,100157,13,015,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Bibb County,8-Hour Ozone (1997),Revoked,"Macon, GA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,10/19/07,,Former Subpart 1,W,155547,13,021,g,Ozone_8-hr.1997.Macon,4/30/22
GEORGIA,GA,Bibb County,PM-2.5 (1997),,"Macon, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,6/12/14,,Former Subpart 1,W,155547,13,021,g,PM-2.5.1997.Macon,4/30/22
GEORGIA,GA,Carroll County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,110527,13,045,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Carroll County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,110527,13,045,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Catoosa County,PM-2.5 (1997),,"Chattanooga, TN-GA-AL",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,12/19/14,,Moderate,W,63942,13,047,e,PM-2.5.1997.Chattanooga,4/30/22
GEORGIA,GA,Cherokee County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,214346,13,057,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Cherokee County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,214346,13,057,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Cherokee County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,214346,13,057,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Cherokee County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,214346,13,057,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Clayton County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,259424,13,063,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Clayton County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,259424,13,063,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Clayton County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,259424,13,063,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Clayton County,8-Hour Ozone (2015),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,259424,13,063,f,Ozone_8-hr.2015.Atlanta,4/30/22
GEORGIA,GA,Clayton County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,259424,13,063,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Cobb County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,688078,13,067,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Cobb County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,688078,13,067,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Cobb County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,688078,13,067,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Cobb County,8-Hour Ozone (2015),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,688078,13,067,f,Ozone_8-hr.2015.Atlanta,4/30/22
GEORGIA,GA,Cobb County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,688078,13,067,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Coweta County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,127317,13,077,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Coweta County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,127317,13,077,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Coweta County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,127317,13,077,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Coweta County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,127317,13,077,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,DeKalb County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,691893,13,089,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,DeKalb County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,691893,13,089,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,DeKalb County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,691893,13,089,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,DeKalb County,8-Hour Ozone (2015),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,691893,13,089,f,Ozone_8-hr.2015.Atlanta,4/30/22
GEORGIA,GA,DeKalb County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,691893,13,089,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Douglas County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,132403,13,097,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Douglas County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,132403,13,097,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Douglas County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,132403,13,097,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Douglas County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,132403,13,097,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Fayette County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,106567,13,113,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Fayette County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,106567,13,113,e,Ozone_8-hr.1997.Atlanta,4/30/22
GEORGIA,GA,Fayette County,8-Hour Ozone (2008),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,,,,,,6/2/17,,Moderate,W,106567,13,113,e,Ozone_8-hr.2008.Atlanta,4/30/22
GEORGIA,GA,Fayette County,PM-2.5 (1997),,"Atlanta, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,,,,,,,2/24/16,,Moderate,W,106567,13,113,e,PM-2.5.1997.Atlanta,4/30/22
GEORGIA,GA,Floyd County,PM-2.5 (1997),,"Rome, GA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,6/13/14,,Former Subpart 1,W,96317,13,115,g,PM-2.5.1997.Rome,4/30/22
GEORGIA,GA,Forsyth County,1-Hour Ozone (1979),Revoked,"Atlanta, GA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,6/14/05,,Severe-15,W,175511,13,117,C,Ozone_1-hr.1990.Atlanta,4/30/22
GEORGIA,GA,Forsyth County,8-Hour Ozone (1997),Revoked,"Atlanta, GA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,,,,,,,,,1/2/14,,Moderate,W,175511,13,117,e,Ozone_8-hr.1997.Atlanta,4/30/22
