PhD,st_abbr,countyname,pollutant,revoked_naaqs,area_name,split,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,effec_rede,nonattain,class,part,population,fips_state,fips_cnty,pollorder,composid,exportdt
CALIFORNIA,CA,Imperial County,1-Hour Ozone (1979),Revoked,"Imperial Co, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Section 185A,W,174528,06,025,J,Ozone_1-hr.1990.Imperial_Co,4/30/22
CALIFORNIA,CA,Imperial County,8-Hour Ozone (1997),Revoked,"Imperial Co, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,174528,06,025,e,Ozone_8-hr.1997.Imperial_Co,4/30/22
CALIFORNIA,CA,Imperial County,8-Hour Ozone (2008),,"Imperial County, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,W,174528,06,025,e,Ozone_8-hr.2008.Imperial_Co,4/30/22
CALIFORNIA,CA,Imperial County,8-Hour Ozone (2015),,"Imperial County, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,174528,06,025,f,Ozone_8-hr.2015.Imperial_Co,4/30/22
CALIFORNIA,CA,Imperial County,PM-10 (1987),,"Imperial Valley, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,,,10/19/20,,Serious,P,146905,06,025,A,PM-10.1990.Imperial_Co,4/30/22
CALIFORNIA,CA,Imperial County,PM-2.5 (2006),,"Imperial Co, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,154061,06,025,e,PM-2.5.2006.Imperial_Co,4/30/22
CALIFORNIA,CA,Imperial County,PM-2.5 (2012),,"Imperial County, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,154061,06,025,B,PM-2.5.2012.Imperial_Co,4/30/22
CALIFORNIA,CA,Inyo County,PM-10 (1987),,"Coso Junction, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,,,,,,,,,,,,,10/4/10,,Moderate,P,7333,06,027,B,PM-10.1990.Coso_Junction,4/30/22
CALIFORNIA,CA,Inyo County,PM-10 (1987),,"Owens Valley, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,7333,06,027,A,PM-10.1990.Owens_Valley,4/30/22
CALIFORNIA,CA,Kern County,1-Hour Ozone (1979),Revoked,"East Kern Co, CA",FALSE,,,,,,,,,,01,02,03,,,,,,,,,,,,,,,,,,,6/21/04,,Serious,P,141398,06,029,D,Ozone_1-hr.1990.East_Kern,4/30/22
CALIFORNIA,CA,Kern County,1-Hour Ozone (1979),Revoked,"San Joaquin Valley, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Extreme,P,698229,06,029,A,Ozone_1-hr.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kern County,8-Hour Ozone (1997),Revoked,"Kern Co (Eastern Kern), CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,P,95314,06,029,e,Ozone_8-hr.1997.East_Kern,4/30/22
CALIFORNIA,CA,Kern County,8-Hour Ozone (1997),Revoked,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Extreme,P,710558,06,029,a,Ozone_8-hr.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kern County,8-Hour Ozone (2008),,"Kern Co (Eastern Kern), CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Severe 15,P,95176,06,029,c,Ozone_8-hr.2008.East_Kern,4/30/22
CALIFORNIA,CA,Kern County,8-Hour Ozone (2008),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Extreme,P,710337,06,029,a,Ozone_8-hr.2008.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kern County,8-Hour Ozone (2015),,"Kern County (Eastern Kern), CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Serious,P,95066,06,029,d,Ozone_8-hr.2015.East_Kern,4/30/22
CALIFORNIA,CA,Kern County,8-Hour Ozone (2015),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Extreme,P,709869,06,029,a,Ozone_8-hr.2015.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kern County,Carbon Monoxide (1971),,"Bakersfield, CA",FALSE,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,6/1/98,,Not Classified,P,468092,06,029,D,CO.1990.Bakersfield,4/30/22
CALIFORNIA,CA,Kern County,PM-10 (1987),,"East Kern Co, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,125950,06,029,A,PM-10.1990.East_Kern,4/30/22
CALIFORNIA,CA,Kern County,PM-10 (1987),,"Indian Wells, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,,,,,,,,,,,,,,,,,,,,6/6/03,,Moderate,P,15449,06,029,B,PM-10.1990.Indian_Wells,4/30/22
CALIFORNIA,CA,Kern County,PM-10 (1987),,"San Joaquin Valley Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,,,,,,,,,,,,,,,12/12/08,,Serious,P,698229,06,029,A,PM-10.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kern County,PM-2.5 (1997),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,710137,06,029,d,PM-2.5.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kern County,PM-2.5 (2006),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,710137,06,029,d,PM-2.5.2006.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kern County,PM-2.5 (2012),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,710137,06,029,A,PM-2.5.2012.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,1-Hour Ozone (1979),Revoked,"San Joaquin Valley, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Extreme,W,152982,06,031,A,Ozone_1-hr.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,8-Hour Ozone (1997),Revoked,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Extreme,W,152982,06,031,a,Ozone_8-hr.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,8-Hour Ozone (2008),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Extreme,W,152982,06,031,a,Ozone_8-hr.2008.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,8-Hour Ozone (2015),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Extreme,W,152982,06,031,a,Ozone_8-hr.2015.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,PM-10 (1987),,"San Joaquin Valley Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,,,,,,,,,,,,,,,12/12/08,,Serious,W,152982,06,031,A,PM-10.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,PM-2.5 (1997),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,152982,06,031,d,PM-2.5.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,PM-2.5 (2006),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,152982,06,031,d,PM-2.5.2006.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Kings County,PM-2.5 (2012),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,152982,06,031,A,PM-2.5.2012.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Los Angeles County,1-Hour Ozone (1979),Revoked,"Los Angeles-South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Extreme,P,9512219,06,037,A,Ozone_1-hr.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,1-Hour Ozone (1979),Revoked,"Southeast Desert Modified AQMA, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-17,P,306386,06,037,B,Ozone_1-hr.1990.LA-Desert,4/30/22
CALIFORNIA,CA,Los Angeles County,8-Hour Ozone (1997),Revoked,"Los Angeles-San Bernardino Cos. (W Mojave Desert), CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Severe 15,P,378570,06,037,c,Ozone_8-hr.1997.LA-Desert,4/30/22
CALIFORNIA,CA,Los Angeles County,8-Hour Ozone (1997),Revoked,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Extreme,P,9441036,06,037,a,Ozone_8-hr.1997.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,8-Hour Ozone (2008),,"Los Angeles-San Bernardino Counties (West Mojave Desert), CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Severe 15,P,378742,06,037,c,Ozone_8-hr.2008.LA-Desert,4/30/22
CALIFORNIA,CA,Los Angeles County,8-Hour Ozone (2008),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Extreme,P,9442967,06,037,a,Ozone_8-hr.2008.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,8-Hour Ozone (2015),,"Los Angeles-San Bernardino Counties (West Mojave Desert), CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Severe 15,P,377429,06,037,c,Ozone_8-hr.2015.LA-Desert,4/30/22
CALIFORNIA,CA,Los Angeles County,8-Hour Ozone (2015),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Extreme,P,9428411,06,037,a,Ozone_8-hr.2015.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,Carbon Monoxide (1971),,"Los Angeles-South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,,,,,,,,,,,,,,,,6/11/07,,Serious,P,9512219,06,037,A,CO.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,Lead (2008),,"Los Angeles County-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,9436927,06,037,A,Lead.2008.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,Nitrogen Dioxide (1971),,"Los Angeles-South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,9/22/98,,Primary,P,9512219,06,037,A,NO2.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,PM-10 (1987),,"Los Angeles South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,,,,,,,,,,7/26/13,,Serious,P,9512219,06,037,A,PM-10.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,PM-2.5 (1997),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,9438565,06,037,e,PM-2.5.1997.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,PM-2.5 (2006),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,9438565,06,037,d,PM-2.5.2006.LA-South_Coast,4/30/22
CALIFORNIA,CA,Los Angeles County,PM-2.5 (2012),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,9438565,06,037,A,PM-2.5.2012.LA-South_Coast,4/30/22
CALIFORNIA,CA,Madera County,1-Hour Ozone (1979),Revoked,"San Joaquin Valley, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Extreme,W,150865,06,039,A,Ozone_1-hr.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Madera County,8-Hour Ozone (1997),Revoked,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Extreme,W,150865,06,039,a,Ozone_8-hr.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Madera County,8-Hour Ozone (2008),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Extreme,W,150865,06,039,a,Ozone_8-hr.2008.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Madera County,8-Hour Ozone (2015),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Extreme,W,150865,06,039,a,Ozone_8-hr.2015.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Madera County,PM-10 (1987),,"San Joaquin Valley Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,,,,,,,,,,,,,,,12/12/08,,Serious,W,150865,06,039,A,PM-10.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Madera County,PM-2.5 (1997),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,150865,06,039,d,PM-2.5.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Madera County,PM-2.5 (2006),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,150865,06,039,d,PM-2.5.2006.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Madera County,PM-2.5 (2012),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,150865,06,039,A,PM-2.5.2012.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Marin County,1-Hour Ozone (1979),Revoked,"San Francisco Bay Area, CA",FALSE,,,,,,,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Other,W,252409,06,041,I,Ozone_1-hr.1990.San_Francisco,4/30/22
CALIFORNIA,CA,Marin County,8-Hour Ozone (1997),Revoked,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Marginal,W,252409,06,041,f,Ozone_8-hr.1997.San_Francisco,4/30/22
CALIFORNIA,CA,Marin County,8-Hour Ozone (2008),,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,252409,06,041,f,Ozone_8-hr.2008.San_Francisco,4/30/22
CALIFORNIA,CA,Marin County,8-Hour Ozone (2015),,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,252409,06,041,f,Ozone_8-hr.2015.San_Francisco,4/30/22
CALIFORNIA,CA,Marin County,Carbon Monoxide (1971),,"San Francisco-Oakland-San Jose, CA",FALSE,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,6/1/98,,Moderate <= 12.7ppm,P,219393,06,041,C,CO.1990.San_Francisco,4/30/22
CALIFORNIA,CA,Marin County,PM-2.5 (2006),,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,W,252409,06,041,e,PM-2.5.2006.San_Francisco,4/30/22
CALIFORNIA,CA,Mariposa County,8-Hour Ozone (1997),Revoked,"Mariposa and Tuolumne Cos (Southern Mtn), CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,18251,06,043,e,Ozone_8-hr.1997.Mariposa_and_Tuolumne_Cos,4/30/22
CALIFORNIA,CA,Mariposa County,8-Hour Ozone (2008),,"Mariposa County, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,W,18251,06,043,e,Ozone_8-hr.2008.Mariposa_Co,4/30/22
CALIFORNIA,CA,Mariposa County,8-Hour Ozone (2015),,"Mariposa County, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,18251,06,043,f,Ozone_8-hr.2015.Mariposa_Co,4/30/22
CALIFORNIA,CA,Merced County,1-Hour Ozone (1979),Revoked,"San Joaquin Valley, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Extreme,W,255793,06,047,A,Ozone_1-hr.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Merced County,8-Hour Ozone (1997),Revoked,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Extreme,W,255793,06,047,a,Ozone_8-hr.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Merced County,8-Hour Ozone (2008),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Extreme,W,255793,06,047,a,Ozone_8-hr.2008.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Merced County,8-Hour Ozone (2015),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Extreme,W,255793,06,047,a,Ozone_8-hr.2015.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Merced County,PM-10 (1987),,"San Joaquin Valley Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,,,,,,,,,,,,,,,12/12/08,,Serious,W,255793,06,047,A,PM-10.1990.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Merced County,PM-2.5 (1997),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,255793,06,047,d,PM-2.5.1997.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Merced County,PM-2.5 (2006),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,255793,06,047,d,PM-2.5.2006.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Merced County,PM-2.5 (2012),,"San Joaquin Valley, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,255793,06,047,A,PM-2.5.2012.San_Joaquin_Valley,4/30/22
CALIFORNIA,CA,Mono County,PM-10 (1987),,"Mammoth Lake, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,11/4/15,,Moderate,P,7133,06,051,B,PM-10.1990.Mammoth_Lake,4/30/22
CALIFORNIA,CA,Mono County,PM-10 (1987),,"Mono Basin, CA",FALSE,,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,285,06,051,B,PM-10.1990.Mono_Basin,4/30/22
CALIFORNIA,CA,Monterey County,1-Hour Ozone (1979),Revoked,"Monterey Bay, CA",FALSE,92,93,94,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,3/18/97,,Moderate,W,415057,06,053,E,Ozone_1-hr.1990.Monterey,4/30/22
CALIFORNIA,CA,Napa County,1-Hour Ozone (1979),Revoked,"San Francisco Bay Area, CA",FALSE,,,,,,,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Other,W,136484,06,055,I,Ozone_1-hr.1990.San_Francisco,4/30/22
CALIFORNIA,CA,Napa County,8-Hour Ozone (1997),Revoked,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Marginal,W,136484,06,055,f,Ozone_8-hr.1997.San_Francisco,4/30/22
CALIFORNIA,CA,Napa County,8-Hour Ozone (2008),,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,136484,06,055,f,Ozone_8-hr.2008.San_Francisco,4/30/22
CALIFORNIA,CA,Napa County,8-Hour Ozone (2015),,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,136484,06,055,f,Ozone_8-hr.2015.San_Francisco,4/30/22
CALIFORNIA,CA,Napa County,Carbon Monoxide (1971),,"San Francisco-Oakland-San Jose, CA",FALSE,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,6/1/98,,Moderate <= 12.7ppm,P,123217,06,055,C,CO.1990.San_Francisco,4/30/22
CALIFORNIA,CA,Napa County,PM-2.5 (2006),,"San Francisco Bay Area, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,W,136484,06,055,e,PM-2.5.2006.San_Francisco,4/30/22
CALIFORNIA,CA,Nevada County,8-Hour Ozone (1997),Revoked,"Nevada Co. (Western part), CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,P,82393,06,057,e,Ozone_8-hr.1997.Nevada_Co,4/30/22
CALIFORNIA,CA,Nevada County,8-Hour Ozone (2008),,"Nevada Co. (Western part), CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,P,82107,06,057,d,Ozone_8-hr.2008.Nevada_Co,4/30/22
CALIFORNIA,CA,Nevada County,8-Hour Ozone (2015),,"Nevada County (Western part), CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Serious,P,82042,06,057,d,Ozone_8-hr.2015.Nevada_Co,4/30/22
CALIFORNIA,CA,Orange County,1-Hour Ozone (1979),Revoked,"Los Angeles-South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Extreme,W,3010232,06,059,A,Ozone_1-hr.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,8-Hour Ozone (1997),Revoked,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Extreme,W,3010232,06,059,a,Ozone_8-hr.1997.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,8-Hour Ozone (2008),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Extreme,W,3010232,06,059,a,Ozone_8-hr.2008.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,8-Hour Ozone (2015),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Extreme,W,3010232,06,059,a,Ozone_8-hr.2015.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,Carbon Monoxide (1971),,"Los Angeles-South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,,,,,,,,,,,,,,,,6/11/07,,Serious,W,3010232,06,059,A,CO.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,Nitrogen Dioxide (1971),,"Los Angeles-South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,9/22/98,,Primary,W,3010232,06,059,A,NO2.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,PM-10 (1987),,"Los Angeles South Coast Air Basin, CA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,,,,,,,,,,7/26/13,,Serious,W,3010232,06,059,A,PM-10.1990.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,PM-2.5 (1997),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,W,3010232,06,059,e,PM-2.5.1997.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,PM-2.5 (2006),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,3010232,06,059,d,PM-2.5.2006.LA-South_Coast,4/30/22
CALIFORNIA,CA,Orange County,PM-2.5 (2012),,"Los Angeles-South Coast Air Basin, CA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Serious,W,3010232,06,059,A,PM-2.5.2012.LA-South_Coast,4/30/22
